       vid      speed    waitTime  roadId  probability  timestamp



       vid      speed    waitTime  roadId  probability  timestamp
31     296   8.194471  141.302270       5     0.964222         47
159    269  14.609070    0.753366       5     0.823756         47
209    406  72.673656  146.073749       5     0.800900         47
254   1094  14.457668  148.995631       5     0.891797         47
299     56  10.090786   61.488582       5     0.869516         47
383    928  59.172180  116.920926       5     0.848790         47
416   1058  59.965178  136.153269       5     0.772132         47
524   1238   1.991530   70.630773       5     0.903145         47
628   1512  53.968740  117.620365       5     0.944053         47
668   1692  65.906426  146.837310       5     0.814682         47
674    137  17.971763   76.534571       5     0.759156         47
678    940  16.417298  139.730215       5     0.817973         47
705   1514  20.737086  132.604822       5     0.872057         47
967   1332  48.701438  123.591624       5     0.799541         47
1074   589  19.478591   16.986147       5     0.987359         47
1081   236   7.270332   64.797442       5     0.780866         47
1091   627  29.743992  144.400521       5     0.891909         47
1122    21  48.133226  115.859603       5     0.955490         47
1223  1981  22.594417   19.645681       5     0.819374         47
1272  1313   9.728053   88.642599       5     0.929166         47
1321  1754  76.129812  108.958369       5     0.962132         47
1326  1836   5.025757  115.590583       5     0.770557         47
1335  1368  55.666870  108.289631       5     0.876606         47
1357   960  22.950553  119.690180       5     0.903791         47
1384  1900   9.145630   75.752173       5     0.904680         47
1544  1771   3.037812   75.653685       5     0.764975         47
1547  1892  10.558073  127.355385       5     0.794086         47



      vid      speed    waitTime  roadId  probability  timestamp
84   1831   1.669235   54.721131       4     0.751291         48
277   957  12.853107  146.717572       4     0.937634         48
346  1535  44.219101  116.342950       4     0.846638         48
474  1013  22.803476   67.483754       4     0.789077         48



      vid      speed    waitTime  roadId  probability  timestamp
56    492   9.579879   16.514917       2     0.883476         49
68     30  47.298397  107.865674       2     0.857326         49
167  1201  77.014566  107.366771       2     0.961938         49



      vid      speed    waitTime  roadId  probability  timestamp
7     481  19.911592   51.076480       6     0.888675         50
187    27  63.526427  111.338310       6     0.925894         50
310   979  68.457426  133.547559       6     0.855822         50
388  1017  19.874680  147.450621       6     0.818266         50
463  1338  74.395316  132.620673       6     0.958345         50
496   141  18.276349  144.516731       6     0.946400         50
522   550   7.969341   56.068762       6     0.830118         50
532   296  12.077140  135.554164       6     0.772645         50
609  1933  77.085215  127.017219       6     0.994442         50
626   207   9.889826  109.261693       6     0.754182         50
784   939  70.474239  108.625644       6     0.829243         50
901   358  80.822218  129.932154       6     0.972647         50
909  1294  48.806206  140.829705       6     0.804103         50



       vid      speed    waitTime  roadId  probability  timestamp
117   1949  44.767983  108.487447       7     0.915152         51
396   1430   1.877913  147.254327       7     0.927499         51
455   1431  11.678590   52.699370       7     0.999453         51
492     87  10.256821    3.845781       7     0.885623         51
684   1107  68.221529  122.798010       7     0.905769         51
720    638  22.784397   84.415401       7     0.881882         51
848   1185  18.330460   57.365421       7     0.996398         51
943   1530  41.671358  108.689275       7     0.859833         51
1070   820  26.984291    1.258933       7     0.893556         51
1072  1921   2.016432   53.472429       7     0.878655         51
1175  1728  23.973470   32.486772       7     0.809807         51
1204   732  40.041359  121.561257       7     0.833090         51
1287  1378  22.951810   46.182125       7     0.779436         51
1299  1965  48.177622  102.361658       7     0.773494         51
1326   512  23.098710  149.007740       7     0.757779         51
1581   463  18.049514  149.054458       7     0.872948         51
1607  1524   9.347820  137.121554       7     0.772423         51
1713   400  43.933450  129.908894       7     0.764577         51
1742  1833  89.346858  144.642996       7     0.910296         51
1773   783   3.469953   84.880685       7     0.972864         51



      vid      speed    waitTime  roadId  probability  timestamp
219  1131  53.407703  135.397426      10     0.789408         52
294  1943  16.455308  105.827761      10     0.908980         52



       vid      speed    waitTime  roadId  probability  timestamp
52     144  36.588178  105.362006       8     0.772898         53
66    1525  74.939975  133.284604       8     0.961101         53
92    1861  50.961275  109.160911       8     0.753198         53
178   1921  20.067688  146.985967       8     0.799504         53
206    546  67.329847  146.976407       8     0.919247         53
214   1913  61.308268  105.211914       8     0.978177         53
302    929  34.716488  129.913011       8     0.832245         53
355   1572  82.274542  144.417585       8     0.875320         53
365   1236  74.397255  145.015200       8     0.760000         53
468     33  57.426861  116.069651       8     0.768314         53
510   1190  24.325482  121.214066       8     0.824940         53
523    250   1.417863   10.938495       8     0.960043         53
552   1001  31.336729  114.295709       8     0.825193         53
928   1244  68.926475  138.126623       8     0.920398         53
1034  1303  13.323001    5.973457       8     0.978259         53
1085   168  27.828018   65.245550       8     0.890070         53
1184   754  14.617532    0.872844       8     0.920570         53
1191   781  25.665437   20.894551       8     0.791157         53
1319  1368  20.438605   92.917986       8     0.758776         53
1463   450  75.711640  142.831702       8     0.815413         53
1477    87  13.701783  126.155906       8     0.788056         53
1531  1835  35.130071  134.791924       8     0.760614         53
1534  1302   2.384237  105.777614       8     0.829606         53
1554  1195  17.796348   83.787247       8     0.754764         53
1616  1200  52.613223  108.870248       8     0.758310         53
1620  1220  38.885366  106.739623       8     0.888194         53
1679  1453   7.740906  110.838764       8     0.797706         53



       vid      speed    waitTime  roadId  probability  timestamp
11    1066  45.451676  147.774259       6     0.937940         54
575    983  10.667971  109.534382       6     0.912915         54
687   1169  82.644338  122.020923       6     0.788256         54
700    639  15.630613  142.180872       6     0.838965         54
783    307  28.327004  131.054104       6     0.877823         54
802   1047  55.730556  134.426334       6     0.946729         54
888   1202  38.366226  141.154975       6     0.934391         54
968   1964  23.051431   67.556229       6     0.885423         54
978    190  15.619560  109.481329       6     0.858843         54
992   1748  22.890670   61.355077       6     0.880490         54
1093   865   0.366571   23.674743       6     0.777306         54
1168  1894  28.012938  132.695603       6     0.987189         54



    vid      speed  waitTime  roadId  probability  timestamp
66  646  21.061546  16.79071       0     0.881575         55



      vid      speed    waitTime  roadId  probability  timestamp
27    694   9.783860   99.895070       4     0.811164         56
144  1565  21.928405   95.818511       4     0.930193         56
148   992  38.440115  132.919122       4     0.851875         56
285  1572  60.984259  138.616484       4     0.875278         56
444   530   1.912222   13.128101       4     0.794399         56
562  1754  23.206979   99.342101       4     0.837846         56
599   104  10.092704   27.619045       4     0.797712         56
609  1217  20.550788    1.923544       4     0.767307         56



      vid      speed    waitTime  roadId  probability  timestamp
68    776  30.437151  113.182992       9     0.869893         57
101  1679  22.039618   56.513551       9     0.830499         57
324  1929  69.091527  119.573990       9     0.918119         57
380  1637  52.144799  126.835958       9     0.766618         57
627    85  18.057860   60.614833       9     0.795266         57
664   134  38.897750  128.133559       9     0.893473         57
754  1709  13.843891   53.354347       9     0.910179         57
787   432  45.785195  124.706986       9     0.983963         57
897  1601  76.544903  115.636319       9     0.820052         57
951  1307  69.698651  103.449824       9     0.905161         57
985  1528  12.925711    5.314299       9     0.914461         57



      vid      speed    waitTime  roadId  probability  timestamp
6      77   5.458113  145.067429       3     0.965911         58
25   1956  15.342125  134.886108       3     0.916512         58
64   1798  39.517131  143.016969       3     0.984897         58
185  1789  24.842200   58.919805       3     0.797357         58
274  1811  11.168690   57.161022       3     0.822065         58
361   593   2.759391   74.089538       3     0.999579         58
469  1435  83.092173  145.366285       3     0.754031         58
512   656  69.240103  139.835464       3     0.828906         58
525  1948  10.569987   61.388433       3     0.755325         58
547  1119  35.001010  136.008794       3     0.973130         58
645  1433  64.117057  140.497438       3     0.830425         58
975  1560  64.391781  147.943943       3     0.871232         58



       vid      speed    waitTime  roadId  probability  timestamp
65    1341  64.418112  121.420663       1     0.863565         59
95    1632  45.967030  116.404352       1     0.838627         59
98    1100  18.056045   29.971216       1     0.969185         59
123    593  14.823729  121.313023       1     0.773440         59
218   1319  81.392825  114.460474       1     0.895131         59
309    183  59.745965  133.653406       1     0.874315         59
525    611  75.913010  140.930033       1     0.892586         59
559   1579  77.719493  134.606997       1     0.838689         59
622   1007  54.781087  104.726213       1     0.906443         59
747   1733  18.591532  141.276005       1     0.798413         59
782   1039  52.036730  130.820606       1     0.948971         59
918   1494  51.115971  120.226169       1     0.853416         59
1301   803   6.565888  135.268989       1     0.960448         59
1305   645   6.605709   79.368868       1     0.929106         59
1479  1023  69.163420  142.771632       1     0.842647         59
1561  1656  10.365026   86.481928       1     0.998899         59
1588   948  45.651115  123.544946       1     0.914763         59



       vid      speed    waitTime  roadId  probability  timestamp
70     983  19.796016  115.631464       7     0.935257         60
165   1355  22.991242  110.467380       7     0.863173         60
323     80   8.763175   63.439840       7     0.937966         60
441   1848  53.879970  141.026444       7     0.783284         60
462    545  18.334646   40.447593       7     0.954892         60
634     44  46.605831  137.045434       7     0.869313         60
741    556  15.773886    2.683547       7     0.920551         60
802   1739   8.344538   95.386399       7     0.975559         60
818   1570  20.585961   72.391304       7     0.790598         60
857   1021  33.689793  143.578048       7     0.903814         60
894   1899   9.736033   15.064888       7     0.824779         60
1112   677  65.200255  133.662081       7     0.972478         60
1239   972  79.411384  109.664802       7     0.890058         60
1515  1603  28.516738    7.289601       7     0.776609         60



      vid      speed    waitTime  roadId  probability  timestamp
54   1776  28.641257   30.612379       8     0.881571         61
59   1324  86.510928  116.840364       8     0.894829         61
146    41  39.594559  108.462523       8     0.796758         61
179  1425   2.239943   13.804853       8     0.975333         61
233   773   0.141826  121.974272       8     0.959036         61
235   397  14.294225   91.634370       8     0.816030         61
346  1568  19.143024   55.367713       8     0.888270         61
360  1012   2.526480  113.968126       8     0.812273         61
477  1316  24.371534  105.864083       8     0.983224         61
571  1956  13.171037   55.326181       8     0.973083         61
633   794   1.589165   65.211422       8     0.882931         61
657  1656  22.395912   45.406192       8     0.957855         61
738   853  29.691612    2.287745       8     0.776127         61



      vid      speed    waitTime  roadId  probability  timestamp
72   1256  16.983067   18.174799       1     0.986789         62
161  1086  71.645257  103.075833       1     0.969038         62
176  1552  27.556960  114.797164       1     0.966289         62
250  1882  33.164477  101.903127       1     0.852461         62
273   643  84.873450  120.882208       1     0.915932         62
289  1941  59.071404  136.549378       1     0.946268         62
354  1575  56.710012  100.276690       1     0.823707         62
412   226   6.131373  116.120333       1     0.821512         62
417  1392  41.167355  138.163370       1     0.795280         62
521   608  60.829801  149.656402       1     0.990955         62
637   664  80.840287  119.751366       1     0.957911         62
641   829  41.441129  101.125753       1     0.806563         62



      vid      speed    waitTime  roadId  probability  timestamp
148  1192  88.452237  130.413323       0     0.754999         63
267  1728   4.068472   25.622879       0     0.863008         63
376   303  84.580607  110.755154       0     0.986884         63
377  1926   6.224127   18.404137       0     0.866267         63
382   375  16.265924   10.498635       0     0.949395         63
397   680   0.511043  139.232357       0     0.943998         63
490   332   0.706752  111.933750       0     0.937507         63



Empty DataFrame
Columns: [vid, speed, waitTime, roadId, probability, timestamp]
Index: []



       vid      speed    waitTime  roadId  probability  timestamp
12     740  26.651037   23.090119       3     0.785672         65
245    725  29.992752   33.716729       3     0.801762         65
342   1073  28.395068   46.511446       3     0.770366         65
371    199  56.684734  129.827537       3     0.960943         65
534    586  21.992869   56.362909       3     0.905960         65
589   1442  66.651557  134.606165       3     0.819135         65
787   1393  14.283654  114.989484       3     0.784624         65
839   1041  68.414227  117.838708       3     0.927956         65
855    686  10.070310   63.686805       3     0.963015         65
915    645   6.004148   25.023967       3     0.918233         65
963    328  19.336403  145.624129       3     0.980286         65
1175  1296   1.004164  146.569479       3     0.922270         65
1276  1417  59.461651  120.710591       3     0.869755         65
1323  1819  22.776672  106.693701       3     0.928843         65
1412  1044   3.148103   97.992161       3     0.981067         65
1736  1087  78.514481  110.147459       3     0.962903         65
1750  1064  45.315460  118.001603       3     0.818603         65
1795   827  73.458367  128.390957       3     0.855732         65
1839   245  58.972508  142.770727       3     0.996321         65



       vid      speed    waitTime  roadId  probability  timestamp
62    1616  17.337547  116.180702       8     0.808380         66
101   1148  46.754062  107.725097       8     0.948003         66
325   1649  42.438154  118.206365       8     0.991940         66
508   1381   0.244716   29.524985       8     0.984626         66
528   1392  16.877227   79.107873       8     0.897259         66
595   1156   6.085224   58.440632       8     0.790262         66
716    402  11.029488   30.339888       8     0.754902         66
721   1397   5.326965  128.189957       8     0.985565         66
786    658  86.916649  110.878259       8     0.841708         66
797   1514  21.306134    3.549130       8     0.895302         66
813    203  22.519413   85.557137       8     0.937869         66
882    995  19.822071   46.785616       8     0.783994         66
904    541  80.296798  145.933245       8     0.941346         66
909    787  86.093122  144.065787       8     0.800981         66
922   1409  23.174572  123.919112       8     0.962936         66
991    193   4.806117   92.904652       8     0.922618         66
1127  1784  10.287073   42.427884       8     0.945967         66
1154   334  43.194548  120.608136       8     0.795474         66
1157   560  80.998404  115.542345       8     0.809582         66
1167   632  58.656147  131.708925       8     0.784706         66
1245  1361  84.533450  135.988699       8     0.825493         66
1253  1968   4.270024   97.226908       8     0.843563         66
1271   681  11.638194   65.223990       8     0.802895         66
1305   757  19.183278   96.998118       8     0.775882         66
1431   947  88.933904  145.622829       8     0.990983         66
1476  1869  10.700358   19.362836       8     0.890921         66
1608   840  47.841059  146.467399       8     0.870006         66
1677  1503  19.738917  141.133387       8     0.983726         66
1691   783   8.218808   45.466174       8     0.863821         66
1746   205   9.627838   83.063135       8     0.806387         66



     vid     speed   waitTime  roadId  probability  timestamp
105  607  2.893893  32.475555       5     0.922457         67



       vid      speed    waitTime  roadId  probability  timestamp
36    1557   5.933616   65.731008       0     0.782672         68
38     568  23.025238   14.289086       0     0.899267         68
304   1825  23.291769   46.592464       0     0.825001         68
416    795  39.253769  134.932387       0     0.845891         68
454    897  14.701404  125.782639       0     0.841586         68
497    294  15.760923   13.073666       0     0.753816         68
634    681  19.012989    8.663526       0     0.840005         68
686    319   9.675457   92.237411       0     0.753367         68
733   1087  48.343135  123.911154       0     0.925445         68
866     31  37.561746  117.468299       0     0.840564         68
950    496  77.271667  128.432770       0     0.868762         68
956    508   7.078113   97.869467       0     0.909528         68
1037  1598   6.530928   66.290063       0     0.911872         68
1204  1926   7.359159   24.170741       0     0.977786         68
1276  1987   2.508331   21.781441       0     0.902213         68
1284   899  57.314459  141.076533       0     0.983579         68
1293  1954   1.937392   22.615265       0     0.788751         68
1317  1898  27.891731  102.156742       0     0.859376         68
1415   446  42.146662  130.335128       0     0.969703         68



       vid      speed    waitTime  roadId  probability  timestamp
12    1104  25.209254   94.846334       6     0.846816         69
49     473  54.827103  141.368801       6     0.952434         69
219   1481  27.125951   13.016657       6     0.841361         69
251    619  28.601074  131.622764       6     0.779803         69
404   1248  26.095106   86.480177       6     0.894691         69
447   1201  87.972092  100.920397       6     0.924577         69
469   1667  56.371151  140.096829       6     0.823808         69
496    104  44.861564  126.601503       6     0.844217         69
653   1881  41.815041  138.965219       6     0.987707         69
766    405  76.275190  106.861653       6     0.914255         69
792    214  73.434947  148.806363       6     0.889917         69
993   1194  23.373809  120.775298       6     0.899274         69
1185  1921  24.746851  109.136434       6     0.811253         69
1203   224  17.152742   47.732146       6     0.886312         69
1274   946  27.109344  122.467430       6     0.950721         69
1346   513  43.289851  102.981832       6     0.920977         69



      vid      speed    waitTime  roadId  probability  timestamp
47    367  60.437185  130.225123       1     0.774745         70
151   263  13.766606   81.301031       1     0.806214         70
180  1190  82.518518  138.973354       1     0.946944         70
219   888   4.773855   47.241843       1     0.759158         70
282  1139  17.026425   86.071949       1     0.796329         70
528   750   2.061785   68.136750       1     0.888818         70
655   570  24.620277  138.468688       1     0.872697         70



       vid      speed    waitTime  roadId  probability  timestamp
12     388  58.994473  104.450246       3     0.866489         71
21     229  43.882282  136.556396       3     0.926560         71
37     646  88.188248  107.212545       3     0.788936         71
194   1192  74.659229  126.223294       3     0.814760         71
272    452  75.666069  115.383440       3     0.792974         71
339   1845  37.511725  103.413489       3     0.979381         71
393   1120  23.428806   54.074590       3     0.966554         71
843    593   2.555142   14.648007       3     0.878245         71
877   1154   7.423268   48.402122       3     0.961319         71
1063   107   3.406285   59.487150       3     0.837614         71
1105   765  64.712511  131.540186       3     0.830873         71
1284   943  89.242861  145.603881       3     0.793989         71



       vid      speed    waitTime  roadId  probability  timestamp
40    1501  51.634239  149.595640       6     0.843013         72
145   1737  38.149535  113.768270       6     0.904848         72
232   1499  26.630458   25.481866       6     0.915940         72
283   1205  15.375073   24.316712       6     0.766106         72
443    102  51.657882  109.002267       6     0.904465         72
553   1630  13.562597   53.905170       6     0.879163         72
966    868  39.794658  116.577075       6     0.772276         72
989    396  16.335896   18.346120       6     0.802530         72
1005   913   6.545287   74.465528       6     0.881232         72
1219   924  16.691120  115.185323       6     0.873148         72



      vid      speed    waitTime  roadId  probability  timestamp
27     37   5.712025  103.638377       0     0.933082         73
118  1857  23.850069   61.420318       0     0.894069         73
135  1782  17.715612  134.032750       0     0.882567         73
193   239  20.944291   55.288471       0     0.876609         73
276   163  33.193661  144.874428       0     0.826643         73



      vid      speed    waitTime  roadId  probability  timestamp
16   1821  32.539694  146.314165       1     0.819459         74
56    888  43.457948  124.912352       1     0.926623         74
71   1131  84.555473  107.272235       1     0.771990         74
86   1052  55.321601  107.053725       1     0.787952         74
111   312  24.878700   18.470100       1     0.879727         74
113  1344  79.609115  136.764109       1     0.866341         74
233  1713  82.997668  143.541394       1     0.787013         74
270  1460  77.042333  144.773558       1     0.967996         74
322   642  28.701006   98.492344       1     0.998914         74
394  1284  27.452269  124.628953       1     0.772004         74
481   574  10.636890   89.257023       1     0.754052         74
542  1500  74.789562  119.761370       1     0.755281         74
578  1793  14.853025  120.754266       1     0.972994         74
584  1823  24.920750   15.119277       1     0.788266         74
719   568  49.138479  129.626729       1     0.951920         74
779   503  21.031839  123.348595       1     0.921663         74
883  1118  63.518572  129.483841       1     0.834620         74



       vid      speed    waitTime  roadId  probability  timestamp
205   1678  10.327419  135.024992       6     0.821020         75
221    665   0.148354  129.849102       6     0.854805         75
242    435  41.488581  137.678675       6     0.973422         75
292    801  20.989135   38.310816       6     0.993459         75
312    395  26.183126  111.741878       6     0.926941         75
337   1340  24.074993  117.850964       6     0.818830         75
348    828  13.766400   74.948868       6     0.773885         75
459    588  70.213008  133.996921       6     0.896264         75
478   1005  55.217398  134.437696       6     0.752300         75
533   1928   3.288113   76.556722       6     0.887992         75
534   1281   2.819000  137.778260       6     0.810446         75
540    182  22.648056   58.674146       6     0.750488         75
582    823  18.257092  102.548488       6     0.923902         75
652    823  28.317582  102.109318       6     0.945629         75
672    801   3.540043  111.518836       6     0.790666         75
723   1787  19.944073   47.759336       6     0.837986         75
866    332  15.608170   43.639223       6     0.877448         75
884   1773  42.966369  123.763085       6     0.977710         75
1019   743  65.371028  119.605359       6     0.886146         75
1095  1159   8.436877    4.314936       6     0.998835         75
1148   288  29.463898  147.611896       6     0.990812         75



      vid      speed    waitTime  roadId  probability  timestamp
382   525  21.475856   80.658311       0     0.957159         76
478    39  14.416026  114.419837       0     0.887603         76
547  1031  36.906142  119.703949       0     0.795364         76
617  1105   2.505914  133.374834       0     0.992760         76
692   516  25.058044  128.424963       0     0.803009         76
732   359  10.335263   56.846956       0     0.813557         76
843   862  76.505449  104.640919       0     0.792525         76
847   460  20.590793   26.794629       0     0.927490         76
890   137  50.712622  144.734973       0     0.754489         76
920  1221  30.535786  141.143607       0     0.915725         76



      vid      speed    waitTime  roadId  probability  timestamp
86   1664  62.016986  140.683291       1     0.991065         77
91   1459  45.445738  122.730151       1     0.990690         77
98   1223   3.743118   54.113768       1     0.977227         77
117  1368   4.415117  119.487213       1     0.877238         77
273  1024  59.977459  144.476266       1     0.812949         77
373    93  14.580003   58.301448       1     0.852405         77
435    15  19.906447    9.834399       1     0.796906         77
566  1483  78.596878  142.800037       1     0.901062         77
573  1060   5.968077   81.584257       1     0.764664         77
616   508  19.709378   11.241411       1     0.925618         77
628    59   5.951705  133.899468       1     0.777761         77
648  1299   3.724969    0.081411       1     0.799278         77
815   754   7.880029    8.805247       1     0.896285         77
820  1815  86.423016  130.921930       1     0.919666         77



      vid      speed    waitTime  roadId  probability  timestamp
291  1639  32.365469  117.949492       1     0.877899         78
347    22   2.594864   22.925927       1     0.786516         78
378  1722   2.034549   29.307613       1     0.971914         78
388   259   5.732017   96.222247       1     0.943274         78
439   971  49.125963  127.445927       1     0.885419         78
446   711   0.540574   76.573393       1     0.923241         78
575  1893   8.959276   69.769678       1     0.758111         78
763  1859   9.864974   85.229237       1     0.824162         78



    vid      speed   waitTime  roadId  probability  timestamp
56  323  17.380854  57.937914       6      0.93201         79



      vid      speed    waitTime  roadId  probability  timestamp
11   1703  75.234066  116.492635      10     0.938622         80
98    514  27.974145   16.441304      10     0.914150         80
240   976  13.694358    7.410420      10     0.858891         80
300  1525  15.173755   23.774352      10     0.888475         80



      vid      speed    waitTime  roadId  probability  timestamp
109  1811  76.371628  108.239860       6     0.949868         81
147  1305  16.288525  107.765328       6     0.953122         81
148  1867  23.942786   28.510430       6     0.963566         81
350  1559  61.747187  148.191270       6     0.915036         81
546  1456   4.897015   94.120607       6     0.891367         81
690  1199  29.160814  124.464011       6     0.807792         81
766  1933  85.195195  113.880777       6     0.800190         81
773   926  23.703591    1.076375       6     0.758310         81
816  1064  24.573423   53.067556       6     0.806485         81
909  1635  53.388654  122.974389       6     0.843630         81
918   242  13.635371   71.679002       6     0.807676         81



      vid      speed    waitTime  roadId  probability  timestamp
0    1373  16.321553  137.462358       8     0.819252         82
138   922  31.170833  112.476217       8     0.849535         82
157  1873   5.959620  118.167501       8     0.752313         82
331  1558  15.123423  128.467643       8     0.897795         82
394  1036   1.366208   39.141580       8     0.931373         82



       vid      speed    waitTime  roadId  probability  timestamp
106     37  10.304352   10.847054       1     0.925681         83
181   1982  75.759992  115.680570       1     0.761597         83
327   1859  14.213720   77.961296       1     0.878753         83
353    362  54.456035  143.148814       1     0.809769         83
675    912  23.382540  113.270900       1     0.783759         83
716    731  22.764752  124.578471       1     0.904516         83
721    506  28.290778   44.108941       1     0.765315         83
767    579  11.835099  133.657409       1     0.779731         83
781   1870  39.112295  130.803116       1     0.980630         83
809   1160  27.616544    5.752999       1     0.993457         83
928    900  17.943301  114.690905       1     0.897420         83
987   1617   4.168278  121.615015       1     0.941458         83
1059  1541  29.756354  142.536421       1     0.796975         83
1253   286  62.070786  127.025412       1     0.974369         83
1309   885  75.749049  149.075572       1     0.804489         83
1387   962  33.944060  120.801654       1     0.793754         83
1456   848  40.584408  129.586358       1     0.819738         83
1489   801  74.378622  129.728621       1     0.949998         83



      vid      speed   waitTime  roadId  probability  timestamp
84    943   4.658204  88.400839       6     0.829599         84
169  1520  27.916859  57.105639       6     0.784029         84
247  1280  12.335916  26.075827       6     0.892877         84
526   844   6.743449  58.629974       6     0.866077         84
611  1852  18.934163  22.607214       6     0.935255         84



       vid      speed    waitTime  roadId  probability  timestamp
60     253  22.898631  138.878902       9     0.960180         85
70    1569  85.456319  138.328663       9     0.926881         85
208      2  68.518804  125.984167       9     0.845737         85
220    925  48.885515  106.350948       9     0.803535         85
346   1037  88.375755  141.868798       9     0.821113         85
404   1054  77.354607  116.057680       9     0.934208         85
555   1085  14.389017   44.319246       9     0.845586         85
569    310  28.915410   23.396858       9     0.766240         85
580   1504   8.944745   54.457577       9     0.930799         85
583    590  88.036320  135.495198       9     0.973186         85
585   1205  20.706612  133.856733       9     0.843946         85
601   1771   3.083525  124.275015       9     0.929999         85
674    415  89.488035  121.773516       9     0.782579         85
790    532  78.784254  102.546622       9     0.900105         85
838   1548  31.464935  145.455495       9     0.891619         85
923   1872   5.326115    3.217595       9     0.753775         85
1036  1131   3.964417   54.682023       9     0.783936         85



       vid      speed    waitTime  roadId  probability  timestamp
159    130  18.484025  113.746439       1     0.954197         86
295   1373  38.549775  127.239569       1     0.903327         86
339    937   1.846522   23.750882       1     0.860140         86
357    665  15.394473   52.244497       1     0.832260         86
423    326  17.595515   18.703470       1     0.967993         86
689    822   1.731496    1.771687       1     0.973201         86
850   1160   7.503298  117.250800       1     0.817760         86
983   1859   2.308388   91.485957       1     0.866219         86
1251  1905  30.781690  124.460681       1     0.845678         86
1388  1262  63.120791  110.389466       1     0.759480         86
1470  1023  27.404680   98.230973       1     0.970744         86
1546   296  65.106254  124.595130       1     0.944113         86
1594   689  64.573003  146.474247       1     0.867091         86
1853   376  29.361631  139.608409       1     0.770408         86



      vid      speed    waitTime  roadId  probability  timestamp
7    1601  59.249947  137.816941       9     0.925289         87
102  1692   5.683183   39.402645       9     0.917774         87
221   606   6.644528  129.009349       9     0.893510         87
272  1113  19.214953   57.517887       9     0.935826         87
297  1469  63.684287  116.677274       9     0.922066         87
379  1693  52.985661  146.885399       9     0.971296         87
417    82  75.979882  130.072972       9     0.965522         87
445   999  38.162978  106.579542       9     0.772889         87
581  1927   3.700923   40.700392       9     0.764273         87
624  1903   9.333767   18.802063       9     0.967386         87
779   369   5.823061   36.516938       9     0.934879         87
790  1165  43.599565  149.606852       9     0.897359         87
860   932   6.368326   48.696128       9     0.921960         87



       vid      speed    waitTime  roadId  probability  timestamp
28    1442  88.491188  122.792065       1     0.753281         88
65     516  33.507683  114.196160       1     0.934833         88
150   1154  57.434755  127.509934       1     0.794880         88
245    573  50.683117  146.125776       1     0.802775         88
278   1990  47.615211  108.201527       1     0.807854         88
281   1986   2.755372   39.601327       1     0.970327         88
374   1245  71.965771  121.709329       1     0.784288         88
382    108  50.727763  131.714349       1     0.842236         88
392   1436  15.635547   14.134032       1     0.946573         88
427   1173  75.964668  121.780944       1     0.882596         88
504    516  73.206150  123.214778       1     0.757214         88
587    478   8.271836  136.937981       1     0.755993         88
670    609  25.451866   72.990505       1     0.817979         88
754   1280  23.391491   93.508506       1     0.835664         88
825   1648  30.836459  103.437131       1     0.924990         88
828    393  61.409201  116.646559       1     0.914598         88
1053  1609  46.942889  114.526275       1     0.849878         88
1102  1660  28.886463  106.960902       1     0.762830         88
1187  1726  87.398415  109.167516       1     0.811593         88



     vid      speed    waitTime  roadId  probability  timestamp
26   908  24.550774   16.766291       1     0.822203         89
111  186  77.250844  132.558640       1     0.906556         89
139  764  62.309126  116.625242       1     0.961909         89



    vid     speed   waitTime  roadId  probability  timestamp
40  141  27.47967  26.013981       8     0.786608         90



       vid      speed    waitTime  roadId  probability  timestamp
141    974  23.665686   33.778486       0     0.896392         91
169   1486   8.007462  141.882347       0     0.793047         91
342    607  82.144863  126.060429       0     0.981841         91
498    606  76.823932  134.776742       0     0.807500         91
521    665  72.957918  132.215219       0     0.802102         91
567     54  58.056302  101.630385       0     0.985957         91
600    974  74.627748  137.460197       0     0.958586         91
705   1158  79.936211  100.194299       0     0.849449         91
1063   676  54.892509  127.285384       0     0.967440         91
1347  1401   5.253291  136.417202       0     0.798328         91



      vid      speed    waitTime  roadId  probability  timestamp
21    692  17.388657   93.757930       8     0.979881         92
114  1036  28.067574   16.196438       8     0.834671         92
160   892  80.767094  140.159042       8     0.896059         92
253   740  79.861824  120.962755       8     0.932329         92
258   412  82.846284  133.964328       8     0.966953         92
447  1027  16.083993  149.022152       8     0.924190         92
491   833  40.795244  148.246789       8     0.925653         92
633  1103  22.237471   30.230355       8     0.931834         92
711   877  70.974717  139.105820       8     0.813309         92
724  1783  24.880752   65.421975       8     0.990614         92
763   426  54.795480  113.283440       8     0.876084         92
791  1486  26.389887    0.187139       8     0.766937         92



      vid      speed    waitTime  roadId  probability  timestamp
12   1272  15.703506  136.456203       5     0.869075         93
65   1076  68.601883  124.259497       5     0.973322         93
76   1101  89.782220  126.254682       5     0.951154         93
512  1899  59.226146  133.986978       5     0.752274         93



       vid      speed    waitTime  roadId  probability  timestamp
63    1487  48.834179  138.765143       1     0.820265         94
120    179  46.598641  113.686275       1     0.854361         94
186   1122  49.289168  136.863468       1     0.864927         94
222   1631   3.537213  125.186222       1     0.772721         94
